year,date,category,country,city,event,line
"1971","31 июля","ussr","СССР","Ялта","stay","Л.И. находился в Ялте на отдыхе."
"1971","5 августа","ussr","СССР","Крым","stay","Л.И. на отдыхе в Крыму."
"1971","6 августа","ussr","СССР","Ялта","stay","Л.И. на отдыхе в Ялте."
"1971","27 августа","ussr","СССР","Завидово","departure","В 13-Ll Л.И. самолетом отбыл из Симферополя, в 1500 прибыл в а[ эро ]nорт Шереметьева 1; оттуда в 15~ выехал в Завидово."
"1971","27 августа","ussr","СССР","Симферополь","departure","В 13-Ll Л.И. самолетом отбыл из Симферополя, в 1500 прибыл в а[ эро ]nорт Шереметьева 1; оттуда в 15~ выехал в Завидово."
"1971","29 августа","ussr","СССР","Завидово","stay","JI.И. находился в Завидово."
"1971","1 сентября","ussr","СССР","Завидово","departure","В 16!ШЛ.И. выехал из ЦК, в !7:Ш приехал в «Завидово»."
"1971","7 сентября","ussr","СССР","Заречье","departure","Уехал JI.И. в 21 00 в Заречье."
"1971","15 сентября","ussr","СССР","Симферополь","departure","Л. И. в 1400 выехал на аэродром Внуково-2, оттуда самолетом отбыл в Симферополь."
"1971","16 сентября","ussr","СССР","Крым","stay","Л.И. находился в Крыму."
"1971","22 сентября","foreign","Югославия","Белград","departure","В 81!1 Л.И. выехал на аэродром Внуково-11 и в 9ti вылетел в Белград с друже<..'Твенным в1tзитом."
"1971","25 сентября","foreign","Венгрия","Будапешт","departure","Л.И. находился в Югославии, в 1700 самолетом прибыл в Будапешт."
"1971","26 сентября","foreign","Болгария","София","departure","В -1700 вылетел из Будапешта в Софию."
"1971","30 сентября","ussr","СССР","Завидово","departure","В 14:ы ч. с группой то в[ арищ]ей выехал в Завидово для подготовки к предстоящей командировке во Францию."
"1971","23 октября","ussr","СССР","Заречье","stay","JI.И. работал на даче в «Заречье», в 9Ш1 звонил в Приемную, переговорил по телефону с тт. Александровым А.М., Громыко А.А."
"1971","25 октября","foreign","Франция","Париж","departure","В 11 :1.ii Л.И. с дачи выехал на а>родром Внуково-Н и в 12:ю вылетел в Париж с офиt<иальным визитом."
"1971","30 октября","foreign","ГДР","Берлин","stay","В 1 ~nрибыли с официальным визитом в Берлин."
"1971","4 ноября","ussr","СССР","Завидово","departure","В 16;юЛ.И. уехал в Завидово."
"1971","24 ноября","ussr","СССР","Завидово","departure","В 1 6Jill Л.И. выехал в Завидово."
"1971","4 декабря","foreign","Польша","Варшава","departure","В J()liJ Jl.И. во главе Парт[ ийно ]-прав[ ительственной] делегации с Белорусского вокзала отбыл на VJ съезд ПОРП в Варшаву."
"1971","21 декабря","ussr","СССР","Завидово","stay","Jl. И. находился в Завидово."
"1971","25 декабря","ussr","СССР","Ленинград","departure","В 150!! Л.И. выехал на аэродром и в 15.!:1 вылетел в Ленинград."
"1972","1 января. суббота а","ussr","СССР","Завидово","departure","В 15.1.QЛ.И. выехал в «Завил.ово»."
"1972","7 января. nятница","ussr","СССР","Завидово","departure","Пepeгoii0[111JI 110 телt~фону с т. Подгорным II.B. в 1600 Л.И. выехал н «Завидово»."
"1972","16 января. воскресенье","ussr","СССР","Заречье","departure","В 151Qч. Л.И. прибыл на дачу «Заречье»."
"1972","22 января. суббота","ussr","СССР","Завидово","stay","JI.И. находился в Завидово."
"1972","23 января. воскресенье","ussr","СССР","Заречье","departure","В 14!!!.! Л.И. из «Завидово>> прибыл tta дачу в «Заречье>>."
"1972","26 января. среда","foreign","Чехословакия","Прага","stay","Л.И. находился в Праге на ПКК."
"1972","27 января. четверг","ussr","СССР","Заречье","stay","В 21!!!.! Л. И. был на даче в «Заречье>>."
"1972","27 января. четверг","ussr","СССР","Завидово","departure","В 1600 ч. Л.И. выехал в Завидово."
"1972","5 февраля, суббота","ussr","СССР","Завидово","stay","Л.И. находился в Завидово."
"1972","6 февраля. воскресенье","ussr","СССР","Заречье","departure","Л.И. находился в «Завидово». В 15iill оттуда выехал, в 17;ш приехал на дачу в «Заречье» .."
"1972","11 февраля. пятница","ussr","СССР","Завидово","departure","В lОШ выехал на похороны маршала Крылова, затем в Шереметьева встречать Я. Кадара и с аэродрома уехал в Завидово."
"1972","13 февраля. воскресенье","ussr","СССР","Завидово","stay","13.11-72. Л.И. находился в Завидово."
"1972","22 февраля. вторник","ussr","СССР","Заречье","departure","В lб:l:i ч. Л.И. прибыл из Завидово в Заречье."
"1972","26 февраля, суббота","ussr","СССР","Завидово","stay","Л.И. находился в Завидово, где велвереговоры с У. Кекконеном."
"1972","7 марта. вторник","ussr","СССР","Заречье","departure","В 1115 Л.И. выехал из «Завидово» в 12iill приехал на дачу в «Заречье», звонил в"
"1972","11 марта, суббота","ussr","СССР","Завидово","stay","Jl.И. находился в Завидово."
"1972","17 марта. пятница","ussr","СССР","Завидово","departure","В 1800 Л.И. выехал в Завидово."
"1972","24 марта. пятница","ussr","СССР","Завидово","departure","В 14Шi выехал в Завидово."
"1972","27 марта, понеде.льник","ussr","СССР","Заречье","departure","В 13J.Q Л.И. прибыл в Заречье."
"1972","31 марта. nятница","ussr","СССР","Завидово","departure","В 13Ш1 выехал в Завндово."
"1972","31 марта. nятница","foreign","Индия",None,"departure","В 9Ш1 Л.И. приехал в ЦК. С 1 О до !З;ы принимал индийскую делегацию во главе с мининделом Индии С. Сингхом, принимали участие Т. Н. Кауль и посол К.Ш. Шелванкар"
"1972","6 апреля. четверг","ussr","СССР","Завидово","departure","В 18З!!Л.И. выехал в Завидово."
"1972","9 апреля. воскресенье","ussr","СССР","Заречье","departure","В 17f& Л.И. выехал из ЦК в Заречье, а оттуда в J8iU в Завидово."
"1972","15 апреля. суббота","ussr","СССР","Завидово","stay","Л.И. находился в Завидово."
"1972","18 апреля. вторник","ussr","СССР","Завидово","departure","В !7:10 Л.И. выехал на дачу, а затем в Завидово."
"1972","18 апреля. вторник","ussr","СССР","Заречье","stay","Л.И. до 1400 работал в «Заречье», на даче, звонил в Приемную- ему доложено, что из"
"1972","18 апреля. вторник","ussr","СССР","Завидово","departure","В 14ШЛ.И. выехал в «Завидово>>."
"1972","18 апреля. вторник","ussr","СССР","Заречье","departure","В ВОО ч. Л.И. выехал из Завидово на дачу в Заречье."
"1972","18 апреля. вторник","ussr","СССР","Заречье","departure","В 17М1 ч. выехал в Заречье на дачу."
"1972","2 мая. вторник","ussr","СССР","Завидово","departure","В 11211 Л.И. выехал в «Завидово»."
"1972","9 мая. вторник","ussr","СССР","Заречье","departure","В !З2>2Л.И. выехал из Зав[ндо]во, в 15~ nрибыл в Заречье."
"1972","13 мая, суббота","ussr","СССР","Завидово","departure","Уехал Л.И. в Завидово в 1410."
"1972","15 июня. четверг","ussr","СССР","Заречье","departure","В J9.Ш выехал из Завидово и 2Qiill прибыл в Заречье· Vl."
"1972","18 июня. воскресенье","ussr","СССР","Заречье","stay","Л.И. находился на даче в «Заречье»."
"1972","22 июня, четверг","ussr","СССР","Завидово","departure","В 1911.! ч. Л.И. выехал в Завидово."
"1972","29 июня. четверг","ussr","СССР","Завидово","departure","()О!! выехал в Резиденцию к Ф. Кастро, оттуда в Звездный городок no программе пребывания Ф. Кастро в СССР в !б!!!!Л.И. выехал из Звездjного] городка в «Завилово"
"1972","5 июля, среда","ussr","СССР","Заречье","departure","В J4llil ч. Л.И. уехал на лачу в Заре%е."
"1972","15 июля. суббота","ussr","СССР","Симферополь","departure","Сfiмфероволь, в [7;!;1 в Симферополь прибыл т. Гусак и 20;ш Л.И. nрибыл в Ливадию )."
"1972","16 июля. воскресенье","ussr","СССР","Крым","stay","Л.И. находился в отnуске в Крыму."
"1972","20 июля. четверг","ussr","СССР","Ялта","stay","Л.И. находился в Ялте, в gы звонил в Приемную, переговорил no телефону с тт. Черненко К.У., Александровым А.М., Нуриевым З.Н., Соколовым Т.И., Гусевым Н.П.,"
"1972","7 августа, nонедельник","ussr","СССР","Симферополь","departure","Л.И. находился в Ялте, переговорилtю телефону с т. Цукановым Г.Э. В l82QЛ.И. отбыл из Симферополя самолетом в Москву, в 181!.! звонил в Приемную с борта самолет"
"1972","7 августа, nонедельник","ussr","СССР","Заречье","departure","Ф., Александровым А. М., Голиковым В.А., Павловым Г. С., Боголюбовым К.М. fi др., tюcJJe беседы Л.И. прибыл на дачу в «Заречье»."
"1972","8 августа. вторник","ussr","СССР","Завидово","departure","21 ч. 30 мин. Л.И. выехал в Завидово."
"1972","24 августа. четверг","ussr","СССР","Кокчетав","departure","В 16.1 О м. Л. И. прибыл в Кокчетав."
"1972","26 августа, суббота","ussr","СССР","Красноярск","departure","В этот же день Л.И. прибыл в г. Красноярск."
"1972","26 августа, суббота","ussr","СССР","Новосибирск","stay","Л.И. находился в Новосибирске."
"1972","1 сентября. пятница","ussr","СССР","Омск","departure","В этот же день Л.И. прибыл в г. Омск."
"1972","2 сентября. суббота","ussr","СССР","Казахстан","departure","-В 18 часов вылетел в Алма-Ату, в 19:Ш прибыл в Казахстан."
"1972","3 сентября. воскресенье","ussr","СССР","Алма-Ата","stay","Л.И. находился в г. Алма-Ата."
"1972","4 сентября. понедельник","ussr","СССР","Ташкент","departure","В 16!0 ч. вылетел в Ташкент."
"1972","6 сентября. среда","ussr","СССР","Завидово","departure","В 18.00 Л.И. выехал в «Завидово»."
"1972","23 сентября. суббота","ussr","СССР","Завидово","departure","В 1200 ч. выехал в Завидово."
"1972","28 ноября. вторник","foreign","Венгрия",None,"stay","Л.И. находится в ВНР"
"1972","3 декабря. воскресенье","ussr","СССР","Киев","departure","В 11.00 советская партийно-правительственная делегация во главе с Л.И. прибыла в Москву на Киевский вокзал (из г. Киева)."
"1972","8 декабря. nятница","ussr","СССР","Баку","stay","(просит приема- находится в гост[инице 1 «Октябрьская», в[ертушкаiЗО-80- директор гост[иницыl), Георгадзе МЛ. (передал nривет и пожелания здоровья от С. Альенде"
"1972","26 декабря. вторник","ussr","СССР","Завидово","departure","12.ш выехал в Завидово."
"1972","31 декабря. воскресенье","ussr","СССР","Заречье","departure","Л.И. в 1ЗШ выехал из Завидово и в 141.0 приехал на дачу в Заречье."
"1973","31 декабря","ussr","СССР","Завидово","stay","Л.И. находится в Завидово."
"1973","10 января. среда","foreign","Египет","Каир","departure","В IIL'iJI.И. выехал в Кремль, где nринял т. А.Н. Косыгина, rrереговорил по телефону с тт. Полянеким Д. С., Виноградовым В.М. (Каир), Бугаевым Б.П.,"
"1973","11 января. четверг","ussr","СССР","Минск","departure","JI.И. из ;щчи направился во Внуково-11, откуда в 1 Qllil самолетом отбыл в Минскмя"
"1973","12 января. пятница","ussr","СССР","Заречье","departure","В 20ы выехал из Внуково-2 на дачу (Заречье) и приехал в 2~."
"1973","13 января. суббота","ussr","СССР","Завидово","departure","В 14:ш Л.И. выехал в Завидово, куда прибыJI в 15;;.:;. До отъезда Л.И. переговорил по телефону с т. Черненко К. У."
"1973","17 января. среда","ussr","СССР","Заречье","departure","В 19;ш Л.И. уехал на дачу в «Заречье>>. Направлен 11акет на дачу."
"1973","19 января. nятница","ussr","СССР","Завидово","departure","В 1320 Л.И. выехал в «Завидово>>."
"1973","30 января. вторник","ussr","СССР","Заречье","departure","В 10аа приехал в Заречье."
"1973","10 февраля. суббота","ussr","СССР","Завидово","departure","В 1 Q.LQ с дачи Л.И. выехал в Завидово."
"1973","19 февраля. nонедельник","foreign","Куба",None,"stay","(Минэлектротехпром), Козлов И.И. (Партком- nросилея на прием к J1.И. для сверки учетной карточки), Никонов ВЛ. (Марийская АССР- хотел доложить об обстановке в р"
"1973","20 февраля. вторник","foreign","Чехословакия","Прага","departure","В 1~Л.И. поездом выехал в Прагу."
"1973","28 февраля. среда","ussr","СССР","Завидово","departure","Л.И. выехал в Завидово в 181\J."
"1973","2 марта. nятница","ussr","СССР","Завидово","departure","В 1530 Л.И. выехал из Кремля и в 1700 nрибыл в Завидово."
"1973","15 марта. четверг","ussr","СССР","Завидово","departure","В lбilli Jl.И. выехал в Завидово и приехал в 17ёJJ1. В Завидово наnравлен пакет с"
"1973","25 марта. воскресенье","ussr","СССР","Заречье","stay","ЛJ1. - работал на даче в «Заречье», несколько раз звонил в Приемную, переговорил по телефону с тт. Боголюбовым К. М., Громыко А.А., Подгорным Н.В."
"1973","4 апреля. среда","ussr","СССР","Завидово","departure","В 14:ЫЛ.И. выехал в «Завидово», куда прибыл в 161'."
"1973","4 апреля. среда","ussr","СССР","Заречье","stay","Л.И. -работал на даче в «Заречье», персговорил 110 телефону с тт. Андроповым Ю.В.,"
"1973","15 апреля. воскресенье","ussr","СССР","Завидово","departure","В 130!1 прибыл в кабинет в Кремле. В 183!1 отбыл в «Завидово»."
"1973","15 апреля. воскресенье","ussr","СССР","Заречье","departure","В 11.:; Л.И. выехал в Москву и в 12:ы приехал в Заречье."
"1973","24 апреля. вторник","ussr","СССР","Завидово","departure","В 11 !> выехал в Завидово, в !32!! на месте."
"1973","24 апреля. вторник","ussr","СССР","Заречье","stay","Л.И. - работал на даче в «Заречье», звонил в Приемную, направлен пакет с документами."
"1973","4 мая. nятница","ussr","СССР","Завидово","departure","В 14.1 О Л.И. отбыл в Завидово, куда прибыл в 15.35."
"1973","11 мая. пятница","foreign","Польша","Варшава","departure","В 9:1:1 Л.И. выехал с дачи в аэроnорт «Внуково l» и в 10!ll вылетел в Варшаву с дружественным визитом в ПНР В 1212 Л.И. nрибыл в Варшаву."
"1973","12 мая. суббота","foreign","ГДР","Берлин","departure","Л И. из Варшавы самолетом прибыл в Берлин ( ГДР)."
"1973","14 мая. nонедельник","ussr","СССР","Заречье","departure","В 2000 Л.И. выехал и в 2()15 nриехал в Заречье."
"1973","18 мая, nятница","foreign","ФРГ",None,"departure","В 9;ш Л.И. из аэропорта Внуково-2 самолетом отбыл с официальным визитом в ФРГ."
"1973","24 мая. четверг","ussr","СССР","Завидово","stay","Л. И. находился t'lll оmы.~е в Завидове."
"1973","16 июня. суббота","foreign","США","Вашингтон","departure","13 1 0'1> ч. во главе делегаrtии вылетел в Вашингтон."
"1973","26 июня. вторник","foreign","Франция","Париж","stay","Л.И. находился в Париже."
"1973","27 июня. среда","ussr","СССР","Заречье","departure","Из Внуково 11 Л.И. выехал в Заречье ( J9iU)."
"1973","1 июля. воскресенье","ussr","СССР","Завидово","departure","В 191U выехал в Завида во и в 21 w нрибыл на место."
"1973","2 июля. nонедельник","ussr","СССР","Заречье","departure","В 14l!.!JJ.И. с «Заречья» выехал в ЦК и nрибыл в 142ii."
"1973","3 июля. вторник","ussr","СССР","Завидово","departure","В 20i!i выехал в Завидово."
"1973","8 июля, воскресенье","ussr","СССР","Заречье","departure","В 12 ч. 25 мин. Л.И. прибыл на дачу в Заречье, звонил в приемную."
"1973","13 июля. пятница","ussr","СССР","Завидово","departure","В 18;:ю Л. И. выехал на дачу и в 191.0 в Завилово."
"1973","18 июля. среда","ussr","СССР","Заречье","departure","В 221ЫЛ.И. выехал в «Заречье>> и приехал в 22:/ii."
"1973","21 июля. суббота","ussr","СССР","Завидово","departure","В J9t!l.l выехаJJ в Завидово и в 2QJ!! прибыл на место."
"1973","24 июля. вторник","ussr","СССР","Киев","departure","В 19.15 Л.И. выехал на Киевский вокзал, в 19 ч. 30 мин. - в Киев."
"1973","27 июля. пятница","ussr","СССР","Крым","departure","В 122!i ч. Л.И. и сопровождающие товарищи самолетом вылетели из Киева в Крым."
"1973","28 июля. суббота","ussr","СССР","Ялта","stay","Л.И. находился в Ялте (Ливадия)."
"1973","29 июля. воскресенье","ussr","СССР","Крым","stay","Л.И. находился в Крыму."
"1973","7 августа, вторник","ussr","СССР","Завидово","departure","В 18 ч. 45 мин. Л.И. выехал в Завидово."
"1973","12 августа. воскресенье","ussr","СССР","Заречье","departure","В 1 SQQ JI.И. выехал из Завидова на дачу в «Заречье», переговорил по те.пефону с тт. Кулаковым Ф.Д., Цукановым Г.Э, звонил в Приемные UK и Кремль несколько раз."
"1973","13 августа. nонедельник","ussr","СССР","Заречье","departure","В 211ЫЛ.И. выехал в «Заречье»."
"1973","14 августа. вторник","ussr","СССР","Алма-Ата","departure","В lll'J выехал во В•tуково-11, затем самоJit•том наr1рав11лся в г. Алма-Ата (в J2D2), куда"
"1973","16 августа. четверг","ussr","СССР","Саратов","departure","JI.И. находИJlСЯ в Алма-Ате, в lбJ!I оттуда самолетом отбыл в Саратов (nрибытие 2000)."
"1973","18 августа. суббота","ussr","СССР","Завидово","departure","В l2;ЫЛ.И. выехал к тон. Я. Кадару(в Барвиху). откуда вместе с ним отправиJJСя в Завидово (в !ЗЫ); nрибыл сюда в 15;ш_"
"1973","21 августа. вторник","ussr","СССР","Заречье","departure","Уехал Л.И. в Заречье в 23J.l."
"1973","22 августа. среда","ussr","СССР","Крым","departure","Из Кремля в [4l.l выехал во Внуково-2. откуда спецсамолетом отбыл в Крым (в J5ili>)."
"1973","23 августа. четверг","ussr","СССР","Ялта","stay","Л.И. находился в Ялте."
"1973","24 августа. пятница","ussr","СССР","Астрахань","departure","Л.И. из Ялты в !2:ill самолетом прибыл в Астрахань."
"1973","26 августа, воскресенье","ussr","СССР","Симферополь","departure","В 1400 вылетел в Ялту;~ самолет nроизвел посадку в Симферополе в J5:ill."
"1973","27 августа, понедельник","ussr","СССР","Ялта","stay","Л.И. находился в Ялте."
"1973","8 сентября. суббота","ussr","СССР","Крым","stay","Л.И. находился в Крыму. По телефону переговорил с тов. Ко<:ыгиным А. Н."
"1973","10 сентября, понедельник","ussr","СССР","Ялта","stay","Л.И. находился в Ялте, звонил в приемную."
"1973","14 сентября, пятница","ussr","СССР","Крым","stay","Л.И. находился в Крыму, по телефону Ileperoвop11Jl с тт. Сусловым М.А .."
"1973","16 сентября, воскресенье","ussr","СССР","Ялта","stay","Л.И. находился в Ялте, по телефону 11ереговорил с тов. Черненко К. У., звониJI в приемную L 11\."
"1973","16 сентября, воскресенье","ussr","СССР","Симферополь","departure","В !Зlll Л. И. выехал из Ялты в СимфероrюJll,, откуда в ISU вылетел в Москву: во Внуково- [["
"1973","18 сентября. вторник","foreign","Болгария",None,"departure","В 9lli!JI.И. отбыл с a[эpojrr[opтj Rнуково-2 с офиttиаJrы•ым визитом в НРБ, в ll:i!lcaмoлeт"
"1973","21 сентября. nятница","ussr","СССР","Ташкент","departure","В 1 Qll! .П.И. вылетел из Соф ни 1\ Ташкент в 15ill IIJШбыл на место."
"1973","26 сентября. среда","ussr","СССР","Завидово","departure","В 171!!Л.И. уехал в «Завидово»."
"1973","2 октября. вторник","ussr","СССР","Заречье","departure","В 22.00 Л.И. отбыл в «Заречье»."
"1973","11 октября. четверг","ussr","СССР","Завидово","departure","В 14.45 Л.И. уехал в Завидово."
"1973","14 октября. воскресенье","ussr","СССР","Заречье","departure","В I4JU прибыл в «Заречье»."
"1973","22 октября, nонедельник","ussr","СССР","Завидово","departure","В !2J!!Л.И. выехал в «Завидово>>."
"1973","27 октября. суббота","ussr","СССР","Завидово","departure","В 1332 ч. вертолетом вылетел в Завидово."
"1973","30 октября. вторник","ussr","СССР","Заречье","departure","В 23:ill Л.И. выехал на дачу в «Заречье>>."
"1973","3 ноября. суббота","ussr","СССР","Завидово","departure","Боголюбовым К.М., в 1320 машинами выехали в <<Завидово». Направлен пакет с документами."
"1973","6 ноября. вторник","ussr","СССР","Заречье","departure","В 11 ч. 25 м. Л.И. вылетел на вертолете из Завидово tt в Заречье прибыл в 12 ч. 02 м."
"1973","6 ноября. вторник","ussr","СССР","Заречье","departure","В 20.35 мин. Л.И. выехал на дачу в Заречье."
"1973","10 ноября, суббота","ussr","СССР","Киев","departure","В 1600 Л. И. nоездом выехал в Киев мя встречи с И.Б. Тито."
"1973","16 ноября. пятница","ussr","СССР","Завидово","departure","В 201.2 Л.И. выехал в Завидово."
"1973","23 ноября. nятница","ussr","СССР","Заречье","departure","В 20JQЛ.И. уехал на дачу в «Заречье»."
"1973","26 ноября. nонедельник","foreign","Индия",None,"stay","Л.И. находился с дружеским визитом в Индии."
"1973","28 ноября. среда","foreign","ГДР","Берлин","departure","В приемную звонил тов. Русаков К. В. (из Берлина), который поздно вечером прибыл самолетом в Москву."
"1973","29 ноября. четверг","foreign","Индия",None,"stay","Л.И. находился в Индии."
"1973","30 ноября. nятница","ussr","СССР","Заречье","departure","В 17.03 Л.И. прибыл во Внуково-11 и в 18.30 на дачу в Заречье."
"1973","1 декабря, суббота","ussr","СССР","Завидово","departure","В 1412Л.И. выехал в Завидово и в 16:1!! прибыл."
"1973","6 декабря. четверг","ussr","СССР","Заречье","departure","В 112nЛ.И. выехал из «Завидово» и приехал в «Заречье» в J3!Ш"
"1973","6 декабря. четверг","ussr","СССР","Заречье","departure","В 21;;оЛ.И. выехал и в 221Q приехал в «Заречье»."
"1973","15 декабря, суббота","ussr","СССР","Завидово","stay","Л.И.- находился в «Завидово», направлен nакет с документами."
"1973","17 декабря, nонедельник","ussr","СССР","Заречье","departure","С утра Л.И. работал в «Завидово>>. В 12 111 Л.И. выехал в Москву и приехал в «Заречье»"
"1973","17 декабря, nонедельник","ussr","СССР","Заречье","departure","В 20;ш выехал в Кремль, из Кремля в 2Jilliyexaл в «Заречье>>."
"1973","31 декабря. понеде.льник","ussr","СССР","Ленинград","stay","Л.И. находился на даче, переговорил по телефону с тт. Громыко А.Л., Романовым ГВ. Ленинград, Андроповым Ю.В., Кунаевым Д.А. А.пма-Ата, Рашидовым Ш.Р. Ташкент,"
"1974","2 января","ussr","СССР","Заречье","stay","Л.И. ,. работал на даче в «Заречье», звонил в Приемные, направлен пакет с документами."
"1974","5 января","ussr","СССР","Завидово","departure","Л.И. в 14.55 выехал в Завндово."
"1974","8 января","ussr","СССР","Заречье","stay","Л.И. работал на даче в «Заречье» провел совешашtе, на котором присутствов(Jлн: тт. Андроnов Ю.В., Громыко А.А., Катушев К.Ф., Русаков К.В., НикифоровД.С."
"1974","14 января","ussr","СССР","Завидово","departure","В lЗJ!.!Л.И. выехал в Кремль и оттуда в «Завидово>>."
"1974","22 января","ussr","СССР","Заречье","stay","СутраЛ.И. работал на даче в «Заречье>>."
"1974","28 января","foreign","Куба",None,"departure","В 81.!!! Л.И. отбыл нз Москвы в Ресnублику Куба с официальным дружеским визитом. f lрибыл в 23~& (время московское)."
"1974","4 февраля","ussr","СССР","Заречье","departure","Л.И. в 11 ч. 25 мин. приехал на дачу в ЗареЧ~>е."
"1974","6 февраля","ussr","СССР","Завидово","departure","В 14J.Q выехал в Завидово."
"1974","10 февраля","ussr","СССР","Заречье","departure","В 19.1 О приехал на дачу в Заречье."
"1974","22 февраля","ussr","СССР","Завидово","departure","Л.И. в 16.40 мин. выехал в «Завидово» и в 18 ч. 40 м. приехал в «Завидово»."
"1974","25 февраля","ussr","СССР","Заречье","departure","Л.И. в 122.2 выехал из «Завидово>> и в 131.5 прибыл на дачу в «Заречье», nерегопор11л по телефону с тт. Черненко К. У., Александровым А.М., Цукановым ГЭ., Русак"
"1974","27 февраля","ussr","СССР","Заречье","departure","В 222!! Л.И. выехал, в 221!! прибыJl на дачу в <<Заречье>>."
"1974","4 марта","ussr","СССР","Воронеж","stay","Воротников В.И. (Воронеж, находится в Москве), Абрасимов П.А., Поиомарев Б.Н. -обо всех доложено."
"1974","8 марта","ussr","СССР","Заречье","stay","Л.И. находился на даче в «Заречье»."
"1974","10 марта","ussr","СССР","Пицунда","departure","В lllЬ Л.И. отбыл в Пицунду д,ля встречи с Ж. Помпиду."
"1974","13 марта","ussr","СССР","Алма-Ата","departure","В 18J2 Л.И. (прибыв из Пиuунды) из Ад,лера отбыл в Сухуми, откуда в 1 ~самолетом вылетел в г. Алма-Ата, где приземлилея в 23li."
"1974","17 марта","ussr","СССР","Завидово","departure","В 112Q ч. выехал в Завидово."
"1974","18 марта","ussr","СССР","Заречье","departure","Л.И. выехал из «Завидово» и в 1410 прибыл на дачу в «Заречье»."
"1974","20 марта","ussr","СССР","Заречье","stay","Л.И. работал до 1800 на даче в «Заречье>>."
"1974","24 марта","ussr","СССР","Завидово","departure","JI.И.- работал в «Завидово», в 13Шi вертоJtстом отбыл оттуда вместе с груnпой товарищей и в 1310 прибыли в «Заре'!Ье»."
"1974","26 марта","ussr","СССР","Заречье","departure","В 222.0 Л.И. уехал на дачу в «Заречье»."
"1974","28 марта","ussr","СССР","Завидово","departure","В 15J!ОЛ.И. выехал в Заречье и в 15iill вертолетом вылетел в Завидово."
"1974","1 апреля","ussr","СССР","Заречье","departure","В 23~ Леонид Ильич уехал на дачу в «Заречt,е»."
"1974","1 апреля","ussr","СССР","Завидово","departure","Уехал JI.И. на дачу в «Заречье» в 1410,3 оттуда вертолетом в 1500 в «Завндово»."
"1974","11 апреля","ussr","СССР","Заречье","departure","В 22:Q Л.И. уехал на дачу в «Заречье», куда прибыл в 221!1."
"1974","15 апреля","foreign","Польша","Варшава","departure","В IS!Ш ч. во главе делегации выехал в Варшаву."
"1974","22 апреля","ussr","СССР","Новороссийск","stay","Трапезниконым С.П., КеJJдышем М.В., Савиftкиным Н.И., Медуновым С.Ф. (находился в Новороссийске), Громыко А.А., Дымшицем В.Э. и др."
"1974","22 апреля","ussr","СССР","Заречье","departure","В 23Шi прибыл в Заречье."
"1974","27 апреля","ussr","СССР","Завидово","departure","В 1300 выехал в Заречье и в 13:ю вертолетом вылетел в Завидово."
"1974","29 апреля","ussr","СССР","Заречье","departure","В 13.15 вертолетом Л.И. отбыл в Москву и в 13.45 приземлилея в «Заречье»."
"1974","30 апреля","ussr","СССР","Заречье","stay","Л.И. работал на даче в «Заречье»."
"1974","1 мая","ussr","СССР","Завидово","departure","Л.И. в 18.00 выехал и в 19.50 11риехал в «Завидово»."
"1974","5 мая","ussr","СССР","Заречье","departure","В 20.05 Л.И. отбыл на дачу в «Заречье>>."
"1974","9 мая","ussr","СССР","Завидово","departure","В 2000 ч. выехал в Завидово. Прибыли в 21 ы ч."
"1974","11 мая","ussr","СССР","Заречье","departure","В 1300 Л. И. отбыл из «Завидово» и в 14~ прибыл на дачу в Заречье. Звонил в приемную в ЦК КПСС (неоднократно)."
"1974","13 мая","foreign","Югославия",None,"stay","Л.И. приняJl тов. Степакона В.И. (1юсол в Югославии)."
"1974","7 июня","ussr","СССР","Завидово","departure","В 19;:;; выехал в Завидово."
"1974","13 июня","ussr","СССР","Заречье","departure","В 122iiЛ.И. выехал (вертолет) из Завидово и в 13111 прибыл в Заречье."
"1974","17 июня","ussr","СССР","Заречье","departure","В 21l!!Л.И. выехал на дачу в «Заречье>>."
"1974","29 июня","ussr","СССР","Симферополь","departure","В 14lil Jl.И. 11 сопровождающие его лица нылстел в Симферополь. В lбlii прилетел в Симфероrюлt,. В 16;ш выехал из Симферополя в J!ивадию и прибыл в 181!!1."
"1974","3 июля","ussr","СССР","Заречье","departure","В 172f!. выехал с аэродрома и прибыл в Заречье в l?J!l."
"1974","4 июля","ussr","СССР","Крым","departure","В 132.1 ч. Л.И. выехал во Внуково 11. В 1400 ч. вылетел спецсамолетом в Крым. В J5Ы ч. самолет приземлилея в Симферополе."
"1974","19 июля","foreign","Польша",None,"departure","В 14lli1 Л.И. выехал в Симферополь и в 1511 выJrетел самолетом в Польшу для участия в торжествах, посвященных 30-летию возрождения Польши."
"1974","23 июля","ussr","СССР","Заречье","departure","В 2210 уехал на дачу в Заречье."
"1974","28 июля","ussr","СССР","Симферополь","departure","В IЗil ч. вылетел сnецсамолетом в Симфероlrолr,."
"1974","30 июля","ussr","СССР","Крым","stay","Л.И. находился в Крыму."
"1974","2 августа","ussr","СССР","Ялта","stay","Л.И. находился на отдыхе в Ялте."
"1974","3 августа","ussr","СССР","Крым","stay","Л.И. находился в Крыму. Ялта."
"1974","18 августа","ussr","СССР","Симферополь","departure","В IЗООЛ.И. отбыл самолетом из Симферополя. в 142J прибыл во Внуково-2."
