year,date,category,country,city,event,line
"1982","11 мая. вторник","ussr","СССР","Волгоград","departure","В 10Ji!! Л.И. приехал в Кремль. Переговорил по т[ елефо ]ну с тт.: т. Куличенко Л.С.- Волгоград, т. Мищенко ВЛ. ь Барнаул, т. Шакировым М.З. Уфа."
"1982","14 мая, nятница","ussr","СССР","Завидово","departure","Jl.И.- выехал с ;щчи в «Завидово» в 11ы в 12;;u были на месте."
"1982","16 мая. воскресенье","ussr","СССР","Заречье","departure","В 11.25 выехал в Москву и в 12.50 прибыл на дачу в «Заречье»."
"1982","18 мая. вторник","ussr","СССР","Заречье","departure","В 19.45- Л.И. выехал в КдС на к01щерт. Jюсвящен1шй XIX съезду ВЛКСМ, откуда в 20.55 11рибыл на дачу в «Заречье»."
"1982","20 мая, четверг","ussr","СССР","Краснодар","stay","Звонил Л.И. тов. Медунов С.Ф. (Краснодар), он находится в Москве, тел. 292-**-** '. nросил заnисать его на прием."
"1982","20 мая, четверг","ussr","СССР","Заречье","departure","Уехал Л.И. в 18Шi на дачу в Заречье."
"1982","28 мая. nятница","ussr","СССР","Завидово","departure","В II.IOЛ.И. выехал в «Завидово», в 12.30 nrиехал на место."
"1982","1 июня. вторник","ussr","СССР","Заречье","departure","Из Резиденции Л.И. в 18Ш1 выехал на дачу в «Заречье»."
"1982","4 июня. nятница","ussr","СССР","Завидово","departure","В 1 O:IU ч. Л.И. выехал в Завидово."
"1982","7 июня. nонедельник","ussr","СССР","Заречье","departure","Уехал Л. И. на дачу в «Заречье» в 181!!."
"1982","10 июня. четверг","ussr","СССР","Завидово","departure","В 11'1!! ч. выехал в Завидово."
"1982","13 июня, воскресенье","ussr","СССР","Заречье","departure","Л.И. в 112ii выехал и.з «Завидово» в 1300 прибыл на дачу в «Заречье»."
"1982","18 июня. nятница","ussr","СССР","Завидово","departure","В 1 ры Л.И. выехал в Завидово."
"1982","22 июня, вторник","ussr","СССР","Заречье","departure","В 18.30 Л. И. уехал на дачу в «Заречье»."
"1982","24 июня. четверг","ussr","СССР","Завидово","departure","В II!ОЛ.И. выехал в «Завидово>>, туда прибыл в 13.ill."
"1982","27 июня. воскресенье","ussr","СССР","Заречье","departure","В 12.40 Л.И. из «Завидово» прибыл на дачу в «Заречье»."
"1982","2 июля. пятница","ussr","СССР","Симферополь","departure","В 1 О ч. 30 мин. Л.И. выехал в Аэроnорт Внуково-11, а в 11 ч. 04 мин. сnецсамолетом отбыл в Симферополь, куда nрибыл в 12 ч. 51 мин."
"1982","4 июля. воскресенье","ussr","СССР","Ялта","stay","Л.И.- находился на отдыхе (Ялта)."
"1982","6 июля. вторник","ussr","СССР","Крым","stay","Л.И. находился на отдыхе в Крыму."
"1982","10 июля. суббота","ussr","СССР","Ялта","stay","Л.И.- находился на отдыхе (Ялта)."
"1982","22 июля, четверг","ussr","СССР","Крым","stay","Л.И. - находился на отдыхе в Крыму (Ялта)."
"1982","23 июля, nятница","ussr","СССР","Ялта","stay","Л.И. - находился на отдыхе в Ялте."
"1982","25 июля, воскресенье","ussr","СССР","Крым","stay","Л.И. - находился на отдыхе в Крыму (Ялта)."
"1982","26 июля, nонедельник","ussr","СССР","Ялта","stay","Л.И. - находился на отдыхе в Ялте."
"1982","1 сентября. среда","ussr","СССР","Заречье","departure","В 19.00 JJ.И. выехал на дачу в «Заречье»."
"1982","2 сентября. четверг","ussr","СССР","Киев","departure","В 11.01 JJ.И.- вылетел из аэропорта «Внуково-2>> в Киев, куда прибыл в 12.11."
"1982","5 сентября. воскресенье","ussr","СССР","Заречье","departure","В 18.48 Л.И. уехал в «Заречье», куда прибыл в 19.05."
"1982","9 сентября. четверг","ussr","СССР","Завидово","departure","В 11.15 Л.И. -выехал в Завидово, куда nрибыл в 12.00."
"1982","13 сентября. nонедельник","ussr","СССР","Заречье","departure","В 19.1 О Л.И. уехал на дачу в «Заречье»."
"1982","17 сентября. пятница","ussr","СССР","Завидово","departure","В 10.55 Л.И. выехал в «Завидово»."
"1982","19 сентября. воскресенье","ussr","СССР","Заречье","departure","В 11ЫJI.И. выехал из Завидово в Москву и в 121Jj прибыл в «Заречье»."
"1982","22 сентября. среда","ussr","СССР","Заречье","departure","Н 19.20 Л.И. выехал на дачу в «Заречье»."
"1982","24 сентября. nятница","ussr","СССР","Баку","departure","В 1000 выехал на аэродром Внуково- 11 и в 1 OJ!J вылетел в г. Баку."
"1982","27 сентября. nонедельник","ussr","СССР","Заречье","departure","В 13.50 приехал на дачу в «Заречье»."
"1982","2 октября. суббота","ussr","СССР","Завидово","stay","JI.И. находился в «Завидово»."
"1982","4 октября. nонедельник","ussr","СССР","Заречье","departure","Уехал JI.И. в 18;ы на дачу в Заречье."
"1982","6 октября. среда","ussr","СССР","Завидово","departure","Л.И. в 11 ч. 15 мин. выехал в Завидово, куда прибыл в 12 ч. 40 мин."
"1982","10 октября. воскресенье","ussr","СССР","Заречье","departure","Л.И. - из «Завидово» выехал в 11 оо, в 12:ш прибыл на дачу в «Заречье»."
"1982","15 октября. пятница","ussr","СССР","Завидово","departure","Л.И. в 11.20 выехал в «Завидово», куда прибыл в 1 3.00."
"1982","17 октября. воскресенье","ussr","СССР","Заречье","departure","В 11~ выехал в Москву и в 12</!i прибыл в «Заре%е-б»."
"1982","22 октября. nятница","ussr","СССР","Завидово","departure","Л.И. в 10:ill сдачи из «Заречья» выехал в «Завидово>>, туда прибыли в 12J!!."
"1982","24 октября. воскресенье","ussr","СССР","Заречье","departure","В 11.00 Л.И. выехал из Завидово в Москву. В 12.30 прибыл на дачу в Заречье."
"1982","26 октября. вторник","ussr","СССР","Заречье","departure","В 18.15 Л. И. уехал на дачу в «Заречье>>."
"1982","29 октября. пятница","ussr","СССР","Завидово","departure","В 10.50 Л.И. выехал в «Завидово», куда ПJтбыли в 12.:30."
"1982","31 октября. воскресенье","ussr","СССР","Заречье","departure","В 12.30 прибыл на дачу в «Заречье>>."
"1982","8 ноября. nонедельник","ussr","СССР","Завидово","departure","В IО;юЛ.И. из «Заречья» выехал в «Завидово», туда nрибыл в 122!!."
"1982","9 ноября. вторник","ussr","СССР","Заречье","departure","В \9 ч. 30 мин. Л.И. уехал на дачу в Заречье."
"1965","14 апреля. среда","нераспознанно",None,None,"unknown","С 11 до 14 ч. 30 м. находился на nереговорах с вьетнамской делегацией."
"1965","24 июня. четверг","нераспознанно",None,None,"departure","Уехал в 22Ш1."
"1965","14 июля. среда","нераспознанно",None,None,"unknown","Ефремов Л. Н. -доложено. Находится в гостf инице J «Украина» .N'2 828"
"1965","5 сентября. воскресенье","нераспознанно",None,None,"unknown","Возвратился в 15зu. Работал дома над документами."
"1965","8 сентября. среда","нераспознанно",None,None,"departure","Уехал в 23Шi."
"1965","13 сентября. nонедельник","нераспознанно",None,None,"unknown","Л.И. в командировке."
"1965","15 октября. пятница","нераспознанно",None,None,"departure","В 14!Ю Л. И. выехал в командировку."
"1965","26 ноября. nятница","нераспознанно",None,None,"departure","Уехал в J9illl."
"1965","4 декабря. суббота","нераспознанно",None,None,"departure","Уехал в 20QQ."
"1965","9 декабря. четверг","нераспознанно",None,None,"departure","Уехал в 20JJ1."
"1965","9 декабря. четверг","нераспознанно",None,None,"departure","Уехал в 2ЗШ1"
"1966","31 января","нераспознанно",None,None,"departure","Уехал в 213SJ.."
"1966","4 февраля","нераспознанно",None,None,"unknown","J1.11. - ltахолился в командировке."
"1966","5 февраля","нераспознанно",None,None,"unknown","Jl. И. нахол.нлся 11 командировке."
"1966","6 февраля","нераспознанно",None,None,"unknown",".Jl.И. ltахоюtлся в командировке."
"1966","7 февраля","нераспознанно",None,None,"unknown","Л.И. Н<IXOдltJICЯ в командировке."
"1966","8 февраля","нераспознанно",None,None,"unknown","Л.И. - находИJIСЯ в командировке."
"1966","9 февраля","нераспознанно",None,None,"unknown","Л. И. находился в командировке."
"1966","10 февраля","нераспознанно",None,None,"unknown","Л.И. в командировке."
"1966","11 февраля","нераспознанно",None,None,"unknown","Л.И. - находился в командировке."
"1966","12 февраля","нераспознанно",None,None,"unknown","Л.И. в lб!Ш возвратился из командировки."
"1966","20 февраля","нераспознанно",None,None,"unknown","Л.И. находился в командировке."
"1966","21 февраля","нераспознанно",None,None,"unknown","Л.И. находился в командировке."
"1966","22 февраля","нераспознанно",None,None,"unknown","122!!Л.И. возвратился из командировки."
"1966","1 марта","нераспознанно",None,None,"unknown","JI.И. находился в комаtщировке."
"1966","5 марта","нераспознанно",None,None,"departure","Уехал в командировку в 1400."
"1966","6 марта","нераспознанно",None,None,"unknown","Л.И. - находился в командировке."
"1966","7 марта","нераспознанно",None,None,"unknown","Л.И. - находился в командировке."
"1966","8 марта","нераспознанно",None,None,"unknown","Л.И. - находился в командировке."
"1966","9 марта","нераспознанно",None,None,"unknown","Л. И. - находился в командировке."
"1966","12 марта","нераспознанно",None,None,"unknown","Л.И. - находился в командировке."
"1966","14 марта","нераспознанно",None,None,"unknown","Л.И. - в командировке."
"1966","15 марта","нераспознанно",None,None,"unknown","Л.И. -находился в командировке."
"1966","3 апреля","нераспознанно",None,None,"departure","Уехал в 17rш."
"1966","4 апреля","нераспознанно",None,None,"departure","Уехал в 2ЗlШ."
"1966","5 мая","нераспознанно",None,None,"departure","Уехал в 2Pli."
"1966","23 мая","нераспознанно",None,None,"unknown","Л.И. в 1822 возвратился в Москну из nоездки во Влаnиносток."
"1966","24 мая","нераспознанно",None,None,"departure","Л J1. уехал в 231ш"
"1966","21 июня","нераспознанно",None,None,"departure","Уехал в 21Jj)."
"1966","24 июня","нераспознанно",None,None,"departure","В 91.!!! JI.И. вместе с A.l 1. Косыгиным вылетел в командировку (прибыл в 1202)."
"1966","9 сентября","нераспознанно",None,None,"departure","Уехал в 18J9."
"1966","30 сентября","нераспознанно",None,None,"departure","Jl.И. уехал в 2Qllii"
"1966","4 ноября","нераспознанно",None,None,"departure","Уехал за город в IЗJJ2."
"1966","21 ноября","нераспознанно",None,None,"departure","Уехал в 182ft."
"1966","2 декабря","нераспознанно",None,None,"unknown","Л.И. находился в Буда11еште."
"1966","23 декабря","нераспознанно",None,None,"unknown","Л.И. в командировке."
"1966","24 декабря","нераспознанно",None,None,"unknown","Л.И. - в командировке."
"1966","25 декабря","нераспознанно",None,None,"unknown","Л.И. - в командировке."
"1966","26 декабря","нераспознанно",None,None,"unknown","Л.И. - в командировке."
"1966","27 декабря","нераспознанно",None,None,"unknown","В 19illl Л.И. возвратился из командировки."
"1967","6 января","нераспознанно",None,None,"departure","17JS!. поездом с Курского вокзала Л.И. отбыл в командировку."
"1967","11 января","нераспознанно",None,None,"unknown","Л.И. убыл в командировку в 17З!!.."
"1967","16 января","нераспознанно",None,None,"departure","В 2200 отбыл в Шитпо-Ланск."
"1967","18 января","нераспознанно",None,None,"unknown","Л.И.находился в командировке."
"1967","26 января","нераспознанно",None,None,"departure","Уехал в 2Qi0."
"1967","1 февраля","нераспознанно",None,None,"departure","Уехал в 223D."
"1967","2 февраля","нераспознанно",None,None,"unknown","В 18;шЛ.И. поездом с Киевского вокзала убыл в командировку."
"1967","3 марта","нераспознанно",None,None,"unknown","Л.И. по предписанию врачей находился на постельном режиме (гриnп)."
"1967","21 марта","нераспознанно",None,None,"departure","Л.И. уехал в 21Ш1."
"1967","24 марта","нераспознанно",None,None,"departure","Л.И. уехал в 19Ш1."
"1967","30 марта","нераспознанно",None,None,"departure","Уехал в 22зu."
"1967","4 апреля","нераспознанно",None,None,"departure","Уехал в 221Ш."
"1967","4 апреля","нераспознанно",None,None,"departure","Уехал в 171Ш."
"1967","28 апреля","нераспознанно",None,None,"departure","Уехал в 22QQ."
"1967","30 мая","нераспознанно",None,None,"departure","В 1300 Л.И. отбыл в командировку."
"1967","31 мая","нераспознанно",None,None,"unknown","Л.И. находился в командировке."
"1967","1 июня","нераспознанно",None,None,"unknown","Л.И. находился в командировке."
"1967","2 июня","нераспознанно",None,None,"unknown","Л.И. находился в командировке."
"1967","19 июня","нераспознанно",None,None,"departure","Уехал в 21QQ."
"1967","27 июня","нераспознанно",None,None,"departure","Уехал в JЗJI2 (на nохороны )."
"1967","30 июня","нераспознанно",None,None,"departure","Уехал в 17Мl."
"1967","20 июля","нераспознанно",None,None,"departure","В 1000. с аэродрома Внуково-2 Л.И. отбыл на отдых в Ялту."
"1967","6 сентября","нераспознанно",None,None,"departure","В 8;ю Л.И. во главе Партийно-правительств[ е н ной 1 делегации с аэродрома Внуково-2 отбыл в Венгерскую Народн[ую 1 Ресnублику."
"1967","7 сентября","нераспознанно",None,None,"unknown","Л.И. находился в Венгерск/ ой 1 Народи[ ой 1 Респ[убли lке во главе Парт[ ийно ]- правит[ ельственной 1 делегации."
"1967","18 сентября","нераспознанно",None,None,"departure","В 1900 Л.И. уехал в КДС на заключительный концерт мастеров искусств Украинской ССР."
"1967","27 сентября","нераспознанно",None,None,"departure","Уехал в J9llii"
"1967","20 октября","нераспознанно",None,None,"departure","В J850Л.И. выехал в КДС на заключительный коннерт Всесоюзного фестиваля самодеятельного искусства, nосвященного 5Qrнлетию Октябрьской революции."
"1967","18 декабря","нераспознанно",None,None,"departure","Уехал в 201Ш."
"1967","20 декабря","нераспознанно",None,None,"departure","Уехал в 231Ш."
"1967","22 декабря","нераспознанно",None,None,"unknown","Л. И. в командировке."
"1967","24 декабря","нераспознанно",None,None,"unknown","Л.И. в командировке."
"1968","12 января","нераспознанно",None,None,"departure","В 1000 Л.И. с аэроnорта «Внуково 2» отбыл в командировку."
"1968","14 января. воскресенье","нераспознанно",None,None,"unknown","Л.И. вместе с тт. Подгорным Н.В. и Косыгиным А. Н. находился в командировке"
"1968","19 января","нераспознанно",None,None,"departure","Уехал в J4illl."
"1968","10 февраля. tуббота- выходной день","нераспознанно",None,None,"departure","Уехал в tsao."
"1968","5 апреля","нераспознанно",None,None,"departure","Уехал в 211JJ."
"1968","5 апреля","нераспознанно",None,None,"departure","Уехал в 221Ш."
"1968","5 апреля","нераспознанно",None,None,"departure","Л.И. уехал в 22iU."
"1968","25 апреля","нераспознанно",None,None,"departure","Л. И. уехал в 2300_"
"1968","28 апреля. воскресенье (выходной день)","нераспознанно",None,None,"departure","В 18ЫЛ.И. выехал в Домприемовна обед в честь делегации СКЮ."
"1968","9 мая","нераспознанно",None,None,"departure","Л.И. уехал в IЗJU."
"1968","18 мая. суббота (выходной день)","нераспознанно",None,None,"departure","Л.И. уехал в 15Jii."
"1968","4 июня","нераспознанно",None,None,"departure","Уехал в 2QQQ."
"1968","7 августа","нераспознанно",None,None,"departure","В l~Л.И. выехал в аэропорт Внуково 11. В 16;ш вылетел самолетом в Ялту на отдых."
"1968","6 сентября","нераспознанно",None,None,"departure","В 9ill1 Л.И. вылетел самолетом в командировку (Астрахань)."
"1968","11 сентября","нераспознанно",None,None,"departure","Л. И. уехал в 2Qilll."
"1968","28 сентября. суббота","нераспознанно",None,None,"unknown","Л.И. находился на городской квартире."
"1968","25 октября","нераспознанно",None,None,"departure","В 18iШЛ.И. выехал в КдС, где присутствовал на праздничном концерте."
"1969","9 апреля. среда","нераспознанно",None,None,"unknown","Л.И. находился на городской квартире."
"1969","17 апреля. четверг","нераспознанно",None,None,"unknown","Л. И. находился на городск[ой] квартире, работал над документами. Несколько раз звонил в П риемную. По его nросьбе наnравил nакет с ш[ ифр"
"1969","25 июня, среда","нераспознанно",None,None,"departure","Л.И. уехал в 21Ш1."
"1969","27 июня. пятница","нераспознанно",None,None,"departure","Л.И. уехал в 231Ji."
"1969","31 августа. воскресенье","нераспознанно",None,None,"unknown","Л.И. из Астрахани возвратился в Ялту."
"1969","29 сентября. понедельник","нераспознанно",None,None,"departure","В 181Q Л. И. совместно с др. членами Политбюро выехал в КДС на заключительный концерт артистов ГДР"
"1969","3 октября. пятница","нераспознанно",None,None,"departure","В 18.20 Л. И. выехал в Большой театр на вечер, nосвященный 1 00-летию со дня рождения"
"1969","7 ноября. пятница","нераспознанно",None,None,"unknown","С 1 0-13fШ Л.И. находился на трибуне Мавзолея В.И. Ленина, где в честь 521i годовщины"
"1969","27 ноября. четверг","нераспознанно",None,None,"departure","В gш Л.И. выехал в КдС на утре н н[ ее 1 заседание съезда колхозников, а также на закрытие съезда."
"1969","6 декабря. суббота","нераспознанно",None,None,"departure","В 121.0 ч. Л.И. выехал в Дом Союзов на похороны то в. Ворошилова К. Е."
"1970","6 января","нераспознанно",None,None,"unknown","Л.И. находился в 6( ольни ]це на Грановского."
"1970","10 января","нераспознанно",None,None,"departure","Л.И.- до 1300 находился в б[ольни)це на Грановского, в 13111 прибыл на кв[артиру)."
"1970","23 января","нераспознанно",None,None,"departure","В 9!11 Л.И. выехал с кв[ арти ]ры на Ленгоры в Дом nриемов на nереговоры с nрезидентом"
"1970","25 января","нераспознанно",None,None,"departure","Л.И. в 1 (}1!1 выехал с кв[ арти ]ры в Дtjм мри резиденцию Г.А. Насера д.тiЯ nродолжения nере говоров."
"1970","26 января","нераспознанно",None,None,"departure","В 9QO Л.И. выехал в особняк на Ленгоры."
"1970","12 февраля","нераспознанно",None,None,"departure","В l бW ч. Л.И. выехал в Горки Х. Возвратился в Барвиху в 2Ql.O ч."
"1970","14 апреля","нераспознанно",None,None,"departure","Л. И. отбыл в Ульяновск."
"1970","2 мая","нераспознанно",None,None,"departure","В 142!!Л.И. выехал из «Завидово», в lбШIЛ.И. прибыл на дачу."
"1970","23 июля","нераспознанно",None,None,"departure","В 142!!Jl.И. выехал на аэродром Внуково-2 и оттуда отбыл самолетом в Ялту(в 1500)."
"1970","28 июля","нераспознанно",None,None,"unknown","Л.И. находился в ЦКБ - на лечении."
"1970","18 сентября","нераспознанно",None,None,"departure","В 15ш; ч. Л.И. выехал в «Барсуки»."
"1970","18 сентября","нераспознанно",None,None,"departure","В 1 бЫ прибыл в охот[ ничье) хоз[ яйст )во."
"1970","7 ноября","нераспознанно",None,None,"departure","В 1 бШ! Л.И. выехал в Барсуки."
"1970","18 ноября","нераспознанно",None,None,"departure","В 23;ш Л. И. выехал в особняк на Ленгоры к т. Гусаку Г."
"1970","20 ноября","нераспознанно",None,None,"departure","В 1200 Л.И. вместе с тт. Кириленко АЛ. и Сусловым М.А. выехал в Краснознаменный зал"
"1971","6 февраля","нераспознанно",None,None,"departure","1-l!.Ш ч. J!Ji. выехал в Занидоно."
"1971","31 марта","нераспознанно",None,None,"departure","В gm ч. Л.И. выехал на утреннее заседание съе:ща."
"1971","31 марта","нераспознанно",None,None,"departure","В !51:! вместе с т. Кириленко АЛ. выехал в КдС на вечернее заседание съезда."
"1971","8 апреля","нераспознанно",None,None,"departure","В 14l!! Л.И. выехал в КдС на nрием в честьделегатов и гостей XXIV парт[ийноrо] съезда."
"1971","5 мая","нераспознанно",None,None,"unknown","Jl.И. находился в больнИL\е."
"1971","6 мая","нераспознанно",None,None,"unknown","Jl.И. находился в б[ольни]це на Грановского, вечером принял т. Цуканова Г.Э."
"1971","21 мая","нераспознанно",None,None,"departure","В 8~ Л.И. выехал в командировку."
"1971","14 июня","нераспознанно",None,None,"departure","В 15.lli Л.И. вылетел самолетом в составе делегации на Vlll съезд СЕПГ."
"1971","30 июня","нераспознанно",None,None,"departure","В 12Шi ч. выехал в Центральный Дом Советской Армии для прощания с космонавтамtt."
"1971","2 июля","нераспознанно",None,None,"departure","Выехал на Jlaчy Л.И. в 231.5."
"1971","11 июля","нераспознанно",None,None,"departure","В 1SOZ самолетом вылетел на юг в Ялту на отдых."
"1971","17 июля","нераспознанно",None,None,"unknown","JI.И. находился на отдыхе."
"1971","11 сентября","нераспознанно",None,None,"departure","В 11 ;ш Л.И. выехал в rюшrклинику на Грановского, в 15illl возвратилея на дачу, nереговорил tro тещ•фону: с тт. Сусловым М.А., Демичевым П.Н., Андроnовым Ю.В., "
"1971","18 сентября","нераспознанно",None,None,"unknown","В J5И Л.И. nроводил В. Брандта на Симфероnольском аэродроме и в 173fl вернулся в Ялту."
"1971","23 октября","нераспознанно",None,None,"departure","В 1 о.ш Л.И. с дачи выехал на телестудию в Останки но."
"1971","10 ноября","нераспознанно",None,None,"departure","В 1800 возвратился на дачу и в J8Ш! выехал в «Завипово»."
"1972","7 января. nятница","нераспознанно",None,None,"departure","В 1 O;;u Л.И. выехал н Кремлt> на 3аседание Поюпбюро."
"1972","30 марта. четверг","нераспознанно",None,None,"departure","В 1 Q.&Л.И. выехал в Кремт., на заседание ПБ. С 11Ш1 до 2ЗЫ руководил заседанием ПБ."
"1972","18 апреля. вторник","нераспознанно",None,None,"departure","В 92ii ч. выехал на Красную nлощадь."
"1972","23 мая, вторник","нераспознанно",None,None,"departure","В 8:Ш Л.И. выехал с дачи и в KpeмJLL, nрибыл в 8:15."
"1972","26 июня, nонедельник","нераспознанно",None,None,"departure","В 14Ш Л. И. выехал в юропорт «Внуково-2», где вместе с тт. Подгорным Н.В.,"
"1972","26 августа, суббота","нераспознанно",None,None,"departure","В 14.40 Л.И. прибыл в Барнаул (Алтай)."
"1972","26 августа, суббота","нераспознанно",None,None,"unknown","Л.И. находился в Барнауле."
"1972","26 августа, суббота","нераспознанно",None,None,"unknown","Л.И. находился в командировке ( Барнаул )."
"1972","19 сентября. вторник","нераспознанно",None,None,"departure","В 1 ~ы выехал на выставку сельхозмашнн в парке СокоJlьннкн."
"1972","13 октября. nятница","нераспознанно",None,None,"departure","В 1 О ч. 50 мин. Л.И. приехал в Центральную клиническую больниu.у."
"1972","21 ноября. вторник","нераспознанно",None,None,"unknown","С 13.00 до 14.45 мин. Л.И. находился на чествовании М"
"1972","3 декабря. воскресенье","нераспознанно",None,None,"departure","В 11 ч. 50 мин. Л.И. приехал на городскую квартиру."
"1972","7 декабря. четверг","нераспознанно",None,None,"departure","В 16!.!!! выехал на городскую квартиру."
"1972","18 декабря, понедельник","нераспознанно",None,None,"unknown","С 10.00до 15 ч. 30 м. Л.И. находился на Пленуме ЦК КПСС, а с 18.00до 20.00 на сессии"
"1972","22 декабря. пятница","нераспознанно",None,None,"departure","В 14:ш Л. И. прибыл в КДС, откуда в 2QilU отбыл на дачу. На дачу отправлялись документы."
"1973","30 января. вторник","нераспознанно",None,None,"unknown","С 18Ш1Л.И. находился на официальном обеде от имен11 Политбюро ЦК КПСС в честь вьетнамской делегации."
"1973","19 февраля. nонедельник","нераспознанно",None,None,"departure","В 1700 отбыл на церемонию вручения тов. Подгорному Н.В. в связи с 70-летием ордена"
"1973","8 марта. четверг","нераспознанно",None,None,"departure","В l()l!!ЛJ1. приехал в Кремт •."
"1973","15 марта. четверг","нераспознанно",None,None,"unknown","С 11 оо до 142!! Л.И. находился на Политбюро."
"1973","20 марта, вторник","нераспознанно",None,None,"departure","В 12:!li ч. Л.И. прибыл из Завидово в Кремт •."
"1973","24 апреля. вторник","нераспознанно",None,None,"unknown","С J 000 до J бill! Л.И. находился на Пленуме ЦК КПСС."
"1973","5 июня. вторник","нераспознанно",None,None,"departure","В 10.25 Л.И. прибыл в КремJrь."
"1973","2 июля. nонедельник","нераспознанно",None,None,"departure","Л. И. в 920 выехал из «Завидово» и прибыл в IIШi в <<Заречье»."
"1973","5 июля. четверг","нераспознанно",None,None,"departure","В 9;ш вертолетом вылетел на военный аэродром «Кубинка», где ознакомился с боевыми самолетами."
"1973","12 июля. четверг","нераспознанно",None,None,"unknown","С 11 ч. 20 м. до 13 ч. 1 О м. Jl.И. находился в ltoJlИКJtИtJИкe."
"1973","16 июля. понедельник","нераспознанно",None,None,"departure","В 19 ч. 20 мин. Л. И. приехал в Крсмт,. 11ереговорил по телефону с тт. Косыгиным А. Н .."
"1973","19 июля. четверг","нераспознанно",None,None,"departure","В 8hi ч. Л.И. выехал в rюликлИJшку."
"1973","31 июля. вторник","нераспознанно",None,None,"unknown","Л.И. находился в Кrыму."
"1973","9 августа. четверг","нераспознанно",None,None,"departure","В 14QQ из Завидово на вертолете вылете.п на дачу, откуда в 141ill выехал в Крсмт,."
"1973","1 октября. понедельник","нераспознанно",None,None,"departure","В 1112Л.И. вертолетом вылетел из <<Ручья» в «Зape'il>e» б."
"1973","4 октября, четверг","нераспознанно",None,None,"departure","Л.И. прибыл в КремJJь I 3:.ш приннл тт. Цуканова ГЭ., Черненко К. У"
"1973","18 октября. четверг","нераспознанно",None,None,"unknown","С 1 ,51!1-1700 Л.И. находился на засепании Политбюро."
"1973","7 ноября. среда","нераспознанно",None,None,"departure","В J3iili выехал на nрием, где выстуnил с речью."
"1974","23 января","нераспознанно",None,None,"departure","Л.И. в 10.50 приехал в КpeмJll,."
"1974","1 марта","нераспознанно",None,None,"departure","В g;ыл.и. приехал в Кремт,."
"1974","3 марта","нераспознанно",None,None,"departure","Л.11. находился в б[ольни]це на Граrювского, звонил в Приемную, в 13-l.ОЛ.И. приехал в К/JeMJib, переговорил по теJiефону с тт. Александровым А.М., Цукановым Г."
"1974","25 марта","нераспознанно",None,None,"departure","В 10.40 JI.И. прибыл в Кремт •. С 10.50 проходила е т беседа с американскими корресtюuдснтами, освещающt!МИ вюит в СССР Г Киссющжера. с 11.05 ДО 14.00 состоялис"
"1974","1 апреля","нераспознанно",None,None,"departure","В 1 оы выехал в 1юсольство Фраtщ~tи."
"1974","11 апреля","нераспознанно",None,None,"departure","В 1 б:Ш с обеда Л. И. прибыл в КремJrь, где работал с документами."
"1974","15 апреля","нераспознанно",None,None,"departure","В 17;ш Л. И. выехал на Белорусский воюал."
"1974","22 мая","нераспознанно",None,None,"departure","В 1~Л.И. уехал в б[ольни]цу на Грановского."
"1974","27 мая","нераспознанно",None,None,"unknown","Л. И. находился в больиице."
"1974","5 июня","нераспознанно",None,None,"departure","В 181!!Jl.И. уехал в б[олыш]uу на Грановского."
"1974","2 июля","нераспознанно",None,None,"departure","Л.И. в 9 ч. 40 мин. приехал в Кремт, - в БoJtLttюii Кремлевский Дворец."
"1974","19 июля","нераспознанно",None,None,"unknown","Л.И. находился на отдыхе в Кrыму."
"1974","28 июля","нераспознанно",None,None,"departure","В 1 ~ ч. Л.И. выехал из Заречья в IЮJIИКJrинику rra у л. Грановского."
"1974","8 сентября","нераспознанно",None,None,"departure","В 12 ч. 20 мин. Л.И. на вертолете вылетел из Новороссийска в Анаnу и nриземлилея в Анапе в 12 ч. 45 м."
"1974","10 сентября","нераспознанно",None,None,"departure","В 1911 Л.И. выехал в Санупр[ авление j. В 20:ш выехал из Санупр[ авления 1 на дачу и прибыл в 20Ш."
"1974","26 сентября","нераспознанно",None,None,"departure","В 1810 Л.И. выехал в Большой театр Союза ССР на ()фtittllllo/lьtt()e ft()eeщetttJe спектакль"
"1974","30 сентября","нераспознанно",None,None,"departure","В 15Ы Л.И. выехал во Внуково на nроводы венгерской делегации."
"1974","4 октября","нераспознанно",None,None,"departure","В 9-i5 Л.И. приехал в Кремт,."
"1974","5 октября","нераспознанно",None,None,"unknown","Шёнефельд. Затем на автомашине по спецмаршруту отправился в город."
"1974","14 октября","нераспознанно",None,None,"departure","В lбJI.IЛ.И. приехал в Кремщ,,"
"1974","17 октября","нераспознанно",None,None,"departure","В 1(}2!) Л.И. выехал на открытие выставки НРБ."
"1974","30 октября","нераспознанно",None,None,"departure","В 17Ш выехал во Внуково 11 на нраводы канцлера ФРГ Г Шмидта."
"1974","1 декабря","нераспознанно",None,None,"unknown","Л.И. находился на даче, звонил в 11риемную К. У. Черненко; по тел[ ефону] переговорил с тт. Цукановым Г.Э .. Боголюбовым К.М., Подгорным Н.В."
"1974","4 декабря","нераспознанно",None,None,"departure","В 21 15 Л.И. прибыл в резиденцию в замке Рамбуйе."
"1974","26 декабря","нераспознанно",None,None,"departure","В 11 ч. 55 мин. Л.И. приехал в Кремт,, переговорил по телефону с тов. Андроповым Ю.В."
